고객명,성별,나이,직업,거주지,선호채널,연락처,결혼여부,자녀유무,거주 주택유형,주택 소유 여부,차량 보유 여부,차량명,연식,마케팅 활용 동의 여부,보험계약 변경 여부,보험계약 해지 여부,대출 여부,보험금 청구 유무,기타 상담 내용,자동차 보험 가입 여부,대물 보장금액,대인 보장금액,운행거리할인 특약 가입여부,생명보험 가입상품,총 납입보험료,보험계약 유지기간,대출 건수,대출 금액,대출상품,캠페인/동의정보,디지털접촉횟수,조회 정보,관심 이벤트,제공 정보
장동현,여성,24,디자이너,수원,전화,010-2749-6205,결혼,아니오,오피스텔,아니오,예,스포티지,2001,예,예,아니오,아니오,아니오,해지 문의,예,750315001,무한,아니오,암보험,1812067,1,3,0,보험계약대출,예,19,4,정책 알림,전화
장연우,남성,48,물리치료사,서울,대면,010-8759-3216,미혼,아니오,빌라,예,아니오,,,예,아니오,예,예,아니오,기타,아니오,0,0,아니오,정기상품,1463528,20,0,3376002,보험계약대출,예,32,4,정책 알림,SMS
장수민,여성,52,작가,대구,온라인,010-3131-6584,미혼,아니오,아파트,예,아니오,,,아니오,예,예,예,아니오,보장 내용 문의,아니오,0,0,아니오,연금상품,3614645,8,1,7300553,,아니오,16,9,결제 기한,이메일
윤지수,여성,43,프로그램 개발자,광주,대면,010-3535-8624,결혼,예,아파트,예,아니오,,,예,아니오,예,아니오,예,계약 변경 요청,아니오,0,0,아니오,정기상품,4204027,12,1,2733505,보험계약대출,예,47,19,정책 알림,전화
이하영,여성,47,디자이너,수원,이메일,010-4409-4225,결혼,아니오,연립주택,아니오,아니오,,,아니오,예,아니오,예,예,기타,아니오,0,0,아니오,종신상품,1111554,20,2,3668237,신용대출,아니오,21,11,할인 혜택,이메일
윤시우,남성,61,디자이너,인천,이메일,010-1174-4152,결혼,예,연립주택,아니오,아니오,,,예,예,아니오,예,아니오,보험료 문의,아니오,0,0,아니오,종신상품,1679060,18,3,3346065,신용대출,예,24,9,할인 혜택,전화
윤지수,여성,22,변호사,울산,전화,010-6240-5996,미혼,아니오,아파트,예,예,그랜저,2009,아니오,예,예,아니오,예,기타,예,426949978,무한,예,연금상품,834658,19,1,4656248,담보대출,아니오,50,18,결제 기한,전화
조수아,여성,37,기자,부산,대면,010-1594-4744,미혼,아니오,주택,예,예,테슬라,2013,예,아니오,아니오,아니오,아니오,해지 문의,예,372234015,무한,예,암보험,835054,15,3,5058060,담보대출,예,46,10,결제 기한,SMS
윤도현,남성,39,요리사,서울,이메일,010-8812-2598,미혼,아니오,연립주택,아니오,예,테슬라,2017,예,예,아니오,아니오,아니오,기타,예,592185437,무한,아니오,정기상품,2930205,1,1,0,,예,11,6,결제 기한,전화
윤시현,여성,38,마케터,광주,대면,010-1679-1737,미혼,아니오,연립주택,아니오,예,스포티지,2013,예,아니오,예,아니오,예,해지 문의,예,750865085,무한,예,암보험,3725186,1,1,0,담보대출,아니오,4,4,결제 기한,이메일
윤지훈,남성,59,요리사,대구,온라인,010-3461-2325,미혼,아니오,오피스텔,예,예,포드,2003,예,예,예,아니오,아니오,기타,예,390228752,무한,예,정기상품,696934,3,0,4833835,신용대출,예,41,12,할인 혜택,이메일
최태민,남성,66,교사,서울,온라인,010-9746-6330,결혼,아니오,오피스텔,예,아니오,,,예,아니오,아니오,아니오,예,보험료 문의,아니오,0,0,아니오,정기상품,880765,20,3,7887148,담보대출,예,49,19,신제품 출시,SMS
박태호,남성,60,교사,부산,이메일,010-1296-7283,미혼,아니오,오피스텔,아니오,아니오,,,아니오,아니오,예,아니오,예,계약 변경 요청,아니오,0,0,아니오,연금상품,3372392,6,0,5551927,담보대출,아니오,37,9,결제 기한,SMS
임건우,남성,67,바리스타,수원,이메일,010-4982-8804,결혼,예,아파트,아니오,예,K5,2009,예,예,아니오,예,아니오,해지 문의,예,952721410,무한,아니오,정기상품,632156,10,0,2183399,,예,12,5,정책 알림,앱 알림
조은율,여성,45,물리치료사,울산,대면,010-9902-3251,결혼,예,연립주택,예,예,테슬라,2016,아니오,아니오,아니오,아니오,아니오,보험료 문의,예,863088720,무한,아니오,정기상품,503360,13,1,6459703,담보대출,아니오,28,10,신제품 출시,전화
이민재,남성,66,간호사,울산,온라인,010-2533-8830,결혼,아니오,주택,아니오,아니오,,,아니오,예,예,예,예,보험료 문의,아니오,0,0,아니오,정기상품,4052997,4,1,6977415,,예,34,2,신제품 출시,앱 알림
조서후,여성,70,물리치료사,수원,전화,010-3905-7733,미혼,아니오,오피스텔,아니오,예,쏘나타,2023,아니오,예,예,예,아니오,보험료 문의,예,580857244,무한,아니오,종신상품,3897631,11,0,7322968,신용대출,예,18,1,신제품 출시,전화
김예림,여성,42,디자이너,인천,이메일,010-4974-3738,미혼,아니오,빌라,예,예,포드,2022,예,아니오,예,예,아니오,계약 변경 요청,예,672219726,무한,예,종신상품,4800954,5,1,3101581,,아니오,7,4,할인 혜택,전화
장시윤,여성,66,연구원,광주,이메일,010-5930-5276,결혼,예,연립주택,예,예,테슬라,2002,예,아니오,아니오,예,예,기타,예,497966748,무한,아니오,정기상품,4783773,4,0,0,보험계약대출,아니오,30,17,정책 알림,이메일
김시현,여성,29,프로그램 개발자,인천,전화,010-3517-9403,미혼,아니오,빌라,아니오,아니오,,,아니오,예,예,아니오,예,기타,아니오,0,0,아니오,연금상품,1670147,14,1,3414902,담보대출,아니오,45,7,신제품 출시,전화
정승민,여성,41,바리스타,인천,대면,010-9229-3108,결혼,아니오,연립주택,아니오,예,K5,2014,아니오,아니오,아니오,아니오,아니오,보장 내용 문의,예,293638835,무한,아니오,암보험,1838750,5,0,0,담보대출,예,6,13,정책 알림,SMS
이주원,여성,57,바리스타,울산,이메일,010-4808-6048,미혼,아니오,오피스텔,예,예,BMW,2023,예,아니오,예,예,예,보장 내용 문의,예,690717704,무한,아니오,연금상품,456486,12,3,3354923,신용대출,예,7,6,할인 혜택,이메일
이재희,여성,61,회계사,대구,전화,010-9908-8782,미혼,아니오,오피스텔,아니오,예,아반떼,2016,아니오,아니오,예,예,아니오,보장 내용 문의,예,382728183,무한,예,연금상품,2647795,15,3,0,,아니오,15,6,할인 혜택,이메일
장은빈,여성,51,간호사,대전,온라인,010-7659-7195,결혼,예,오피스텔,예,아니오,,,아니오,예,예,아니오,아니오,보험료 문의,아니오,0,0,아니오,정기상품,1837034,16,3,7709921,보험계약대출,예,1,18,할인 혜택,전화
장연재,여성,69,요리사,대전,전화,010-2438-7650,결혼,예,연립주택,예,예,BMW,2011,예,예,예,예,아니오,계약 변경 요청,예,739305792,무한,아니오,정기상품,415777,10,1,3223544,보험계약대출,예,32,15,결제 기한,SMS
김가은,여성,53,사진작가,대구,대면,010-2294-6529,미혼,아니오,주택,예,아니오,,,아니오,예,예,아니오,아니오,보장 내용 문의,아니오,0,0,아니오,연금상품,1490511,10,0,7790676,담보대출,아니오,33,7,할인 혜택,앱 알림
임연재,여성,30,교사,인천,온라인,010-1464-2545,결혼,아니오,아파트,예,아니오,,,아니오,아니오,예,아니오,예,해지 문의,아니오,0,0,아니오,암보험,3002963,11,1,8227929,담보대출,예,22,11,할인 혜택,앱 알림
윤유진,여성,55,번역가,대구,전화,010-4181-5222,미혼,아니오,아파트,아니오,아니오,,,예,아니오,아니오,아니오,예,기타,아니오,0,0,아니오,정기상품,4033254,13,3,0,,아니오,5,4,할인 혜택,앱 알림
김지환,남성,67,기자,울산,대면,010-2589-7408,미혼,아니오,빌라,예,예,그랜저,2014,아니오,예,아니오,아니오,아니오,계약 변경 요청,예,979485622,무한,아니오,연금상품,4168692,14,2,4205232,,아니오,49,12,할인 혜택,이메일
박태영,남성,56,운동선수,대구,대면,010-7638-4623,결혼,예,오피스텔,예,예,포드,2018,아니오,아니오,예,예,아니오,기타,예,559695010,무한,아니오,종신상품,771864,11,3,0,,아니오,26,0,결제 기한,이메일
김은서,여성,51,교사,부산,대면,010-4469-7973,미혼,아니오,아파트,예,아니오,,,예,예,아니오,예,예,기타,아니오,0,0,아니오,정기상품,3571639,7,3,1444629,신용대출,아니오,15,14,신제품 출시,SMS
임유경,여성,55,디자이너,서울,전화,010-2202-4346,결혼,아니오,빌라,예,아니오,,,예,아니오,예,예,예,보험료 문의,아니오,0,0,아니오,정기상품,479672,14,2,3272812,보험계약대출,아니오,14,16,정책 알림,앱 알림
임지호,남성,20,마케터,성남,전화,010-2673-9059,결혼,예,주택,아니오,예,스포티지,2016,예,아니오,예,아니오,예,보장 내용 문의,예,295676082,무한,예,종신상품,2287104,12,2,912788,보험계약대출,아니오,20,8,신제품 출시,SMS
정태영,남성,40,번역가,부산,전화,010-2416-8959,결혼,아니오,연립주택,예,아니오,,,아니오,예,예,아니오,예,계약 변경 요청,아니오,0,0,아니오,정기상품,3829840,13,3,7930897,신용대출,아니오,36,0,정책 알림,SMS
강유정,여성,34,의사,창원,전화,010-2521-5255,결혼,예,주택,예,예,벤츠,2001,아니오,예,예,아니오,아니오,해지 문의,예,876450598,무한,예,정기상품,2854883,9,3,828776,보험계약대출,아니오,40,16,할인 혜택,이메일
박나은,여성,62,번역가,성남,전화,010-1548-1296,결혼,예,주택,예,아니오,,,아니오,아니오,아니오,예,아니오,계약 변경 요청,아니오,0,0,아니오,종신상품,1295497,12,2,2048913,,아니오,30,3,정책 알림,이메일
박지후,남성,21,운동선수,광주,온라인,010-7505-2717,미혼,아니오,주택,예,예,테슬라,2000,아니오,아니오,예,예,예,계약 변경 요청,예,996280152,무한,아니오,암보험,2935155,3,2,2880014,담보대출,예,3,5,정책 알림,SMS
임도현,남성,23,디자이너,울산,전화,010-1216-2753,결혼,예,연립주택,아니오,아니오,,,아니오,예,아니오,아니오,예,보장 내용 문의,아니오,0,0,아니오,종신상품,4321964,17,2,1456270,보험계약대출,아니오,26,0,신제품 출시,전화
윤다인,여성,32,방송인,광주,이메일,010-1334-1361,미혼,아니오,연립주택,아니오,예,K5,2019,아니오,예,예,예,예,기타,예,232477937,무한,아니오,암보험,985377,2,1,0,신용대출,예,22,5,정책 알림,전화
임지훈,남성,38,프로그램 개발자,대전,온라인,010-4782-2341,미혼,아니오,연립주택,예,아니오,,,예,예,예,아니오,아니오,계약 변경 요청,아니오,0,0,아니오,정기상품,917574,9,2,9373532,,예,49,16,할인 혜택,이메일
조진우,남성,41,회계사,대구,전화,010-3977-4798,결혼,아니오,연립주택,아니오,아니오,,,예,아니오,아니오,예,아니오,보장 내용 문의,아니오,0,0,아니오,정기상품,1245089,1,2,0,신용대출,예,41,10,할인 혜택,이메일
장윤서,여성,26,변호사,대구,전화,010-3304-6831,결혼,아니오,아파트,아니오,예,그랜저,2011,아니오,아니오,예,예,예,계약 변경 요청,예,895274565,무한,예,정기상품,1834884,3,2,0,,아니오,44,17,정책 알림,앱 알림
윤승우,남성,67,간호사,대구,전화,010-6484-5567,결혼,예,연립주택,예,예,아우디,2020,아니오,아니오,아니오,예,예,기타,예,773115798,무한,아니오,종신상품,1617054,2,0,1590861,신용대출,아니오,12,2,신제품 출시,이메일
강하온,여성,56,간호사,인천,대면,010-6155-4124,결혼,예,연립주택,예,아니오,,,아니오,아니오,예,예,아니오,기타,아니오,0,0,아니오,정기상품,1889355,16,3,0,보험계약대출,아니오,36,8,결제 기한,앱 알림
강승우,남성,59,교사,광주,온라인,010-3425-6495,미혼,아니오,주택,아니오,아니오,,,예,예,아니오,예,예,보험료 문의,아니오,0,0,아니오,연금상품,965353,17,3,4165770,,예,19,2,결제 기한,앱 알림
강유경,여성,52,마케터,창원,온라인,010-9619-9684,미혼,아니오,오피스텔,아니오,예,BMW,2005,아니오,아니오,아니오,예,아니오,보험료 문의,예,871128642,무한,아니오,정기상품,2196719,18,1,2457182,신용대출,아니오,5,1,정책 알림,전화
정서연,여성,67,요리사,울산,전화,010-4200-6199,결혼,아니오,연립주택,아니오,예,아반떼,2014,아니오,예,아니오,아니오,아니오,해지 문의,예,685753785,무한,예,종신상품,481844,1,3,5296263,보험계약대출,아니오,16,20,할인 혜택,전화
이나연,여성,48,의사,부산,이메일,010-6937-3390,결혼,예,오피스텔,아니오,아니오,,,예,아니오,아니오,예,아니오,해지 문의,아니오,0,0,아니오,종신상품,742231,8,1,6338738,담보대출,아니오,48,9,할인 혜택,전화
김혜린,여성,23,작가,대구,전화,010-7285-1540,결혼,아니오,빌라,예,예,K5,2010,예,예,아니오,아니오,아니오,보험료 문의,예,211238235,무한,아니오,연금상품,4567612,6,3,8917482,신용대출,아니오,13,4,할인 혜택,전화
조예림,여성,26,사진작가,인천,전화,010-3480-6262,미혼,아니오,오피스텔,아니오,예,테슬라,2009,아니오,예,예,예,아니오,해지 문의,예,664104606,무한,아니오,종신상품,2881120,15,1,1101340,담보대출,예,3,18,신제품 출시,전화
강태민,남성,60,디자이너,수원,전화,010-2540-2159,미혼,아니오,아파트,예,아니오,,,예,예,아니오,예,예,보험료 문의,아니오,0,0,아니오,종신상품,2623584,18,0,5875963,신용대출,예,33,9,정책 알림,앱 알림
조지한,남성,30,교사,수원,이메일,010-5232-8448,미혼,아니오,오피스텔,아니오,아니오,,,예,예,예,아니오,예,해지 문의,아니오,0,0,아니오,종신상품,4993944,6,1,0,담보대출,아니오,8,19,신제품 출시,앱 알림
정태영,남성,58,디자이너,울산,이메일,010-4533-2148,결혼,예,아파트,아니오,아니오,,,아니오,예,아니오,예,예,보험료 문의,아니오,0,0,아니오,종신상품,105033,10,0,5918366,신용대출,예,32,5,결제 기한,SMS
이서린,여성,26,소프트웨어 엔지니어,창원,대면,010-4202-3038,결혼,아니오,아파트,예,아니오,,,아니오,예,예,아니오,예,보장 내용 문의,아니오,0,0,아니오,종신상품,2974761,1,1,320770,보험계약대출,아니오,14,13,할인 혜택,SMS
강민영,여성,49,작가,부산,대면,010-6774-7407,결혼,예,아파트,아니오,예,테슬라,2000,아니오,아니오,아니오,예,아니오,해지 문의,예,885441918,무한,예,정기상품,2573548,9,1,224289,담보대출,예,45,20,결제 기한,이메일
윤하진,여성,27,프로그램 개발자,성남,대면,010-1791-6030,결혼,아니오,오피스텔,예,아니오,,,예,아니오,예,아니오,예,보장 내용 문의,아니오,0,0,아니오,정기상품,498212,7,0,2624320,신용대출,예,43,17,신제품 출시,전화
조승현,남성,38,사진작가,성남,전화,010-6519-2039,결혼,예,아파트,아니오,예,스포티지,2004,아니오,예,예,예,아니오,기타,예,186435350,무한,아니오,종신상품,4519440,8,2,5285693,신용대출,아니오,9,14,신제품 출시,SMS
최나현,여성,29,소프트웨어 엔지니어,성남,전화,010-2765-7279,미혼,아니오,오피스텔,아니오,예,아우디,2009,예,아니오,아니오,아니오,예,보장 내용 문의,예,785623349,무한,아니오,연금상품,4102380,18,0,1638476,,아니오,14,10,결제 기한,전화
이승민,여성,21,연구원,대구,대면,010-1596-8882,결혼,아니오,아파트,아니오,아니오,,,아니오,아니오,예,예,아니오,계약 변경 요청,아니오,0,0,아니오,정기상품,4013945,2,1,7580447,담보대출,아니오,33,20,할인 혜택,이메일
이민준,남성,34,마케터,광주,전화,010-6165-1181,미혼,아니오,오피스텔,예,아니오,,,아니오,아니오,아니오,아니오,아니오,보험료 문의,아니오,0,0,아니오,연금상품,4402983,6,1,0,담보대출,아니오,41,4,결제 기한,전화
